NL input,Key Values,Cypher Query
The coffee machine cannot start brewing before the coffee grounds are added.,"Activity: [""Start Brewing"", ""Add Coffee Grounds""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Add Coffee Grounds""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Start Brewing""})-[:CORR]->(entity) WHERE e1.timestamp < e2.timestamp RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
Turning off the lights in the room is not possible before checking that everyone has left.,"Activity: [""Turn Off Lights"", ""Check Everyone Left""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Check Everyone Left""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Turn Off Lights""})-[:CORR]->(entity) WHERE e1.timestamp < e2.timestamp RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
You cannot start preparing lunch within 1 hour before breakfast is completed.,"Activity: [""Prepare Lunch"", ""Complete Breakfast""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Complete Breakfast""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Prepare Lunch""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({hours: 1}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
Washing the car must not be done within 2 days before purchasing car cleaning supplies.,"Activity: [""Wash Car"", ""Purchase Car Cleaning Supplies""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Purchase Car Cleaning Supplies""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Wash Car""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({days: 2}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
A patient’s follow-up appointment must not be scheduled within 14 days before their initial visit.,"Activity: [""Follow-Up Appointment"", ""Initial Visit""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Initial Visit""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Follow-Up Appointment""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({days: 14}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
Submitting an assignment is not allowed within 48 hours before the deadline.,"Activity: [""Submit Assignment"", ""Assignment Deadline""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Assignment Deadline""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Submit Assignment""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({hours: 48}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
You cannot begin grading an exam within 12 hours before the exam is submitted.,"Activity: [""Grade Exam"", ""Submit Exam""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Submit Exam""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Grade Exam""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({hours: 12}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
Installing software updates is not allowed within 7 days before a server maintenance activity.,"Activity: [""Install Software Update"", ""Server Maintenance""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Server Maintenance""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Install Software Update""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({days: 7}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
You cannot start the production process within 2 hours before testing the production equipment.,"Activity: [""Start Production"", ""Test Production Equipment""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Test Production Equipment""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Start Production""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({hours: 2}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
No pre-flight checks can be performed within 24 hours before the flight takes off.,"Activity: [""Perform Pre-Flight Check"", ""Flight Take-Off""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Flight Take-Off""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Perform Pre-Flight Check""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({hours: 24}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
An inspection cannot be conducted within 10 days before an object is delivered to the customer.,"Activity: [""Conduct Inspection"", ""Deliver to Customer""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Deliver to Customer""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Conduct Inspection""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({days: 10}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
Starting engine repairs must not be allowed within 3 hours before diagnosing the engine issues.,"Activity: [""Start Engine Repairs"", ""Diagnose Engine Issues""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Diagnose Engine Issues""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Start Engine Repairs""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({hours: 3}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
"Activity ""Send Email"" cannot be executed within 1 hour before activity ""Approve Document"" is performed.","Activity: [""Send Email"", ""Approve Document""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""Approve Document""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""Send Email""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({hours: 1}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
"Activity ""Launch Campaign"" must not take place within 7 days prior to the execution of activity ""Market Analysis"".","Activity: [""launch campaign"", ""market analysis""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""market analysis""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""launch campaign""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({days: 7}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
"Task ""Inspect Shipment"" is not allowed to occur within 2 days before task ""Load Shipment"" is executed.","Activity: [""inspect shipment"", ""load shipment""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""load shipment""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""inspect shipment""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({days: 2}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
"Activity ""Test Software"" must not occur before activity ""Deploy Software"" is performed within a time window of 3 hours.","Activity: [""test software"", ""deploy software""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""deploy software""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""test software""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({hours: 3}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
"Task ""Audit Records"" must not be executed within 4 hours before task ""Submit Financial Report"" for a given object.","Activity: [""audit records"", ""submit financial report""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""submit financial report""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""audit records""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({hours: 4}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
"Activity ""Check Inventory"" must not happen within 6 hours prior to the performance of activity ""Restock Inventory"".","Activity: [""check inventory"", ""restock inventory""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""restock inventory""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""check inventory""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({hours: 6}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
"Activity ""Assign Task"" is restricted from being performed within 2 days before activity ""Task Completion"" is executed.","Activity: [""assign task"", ""task completion""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""task completion""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""assign task""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({days: 2}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
"An event of type ""Start Maintenance"" is prohibited from occurring within 1 hour before an event of type ""Inspect Machine"" is performed for a given object.","Activity: [""start maintenance"", ""inspect machine""], EntityType: [], Actor: []","MATCH (e2:Event {Activity: ""inspect machine""})-[:CORR]->(entity:Entity) MATCH (e1:Event {Activity: ""start maintenance""})-[:CORR]->(entity) WHERE e1.timestamp >= e2.timestamp - duration({hours: 1}) RETURN CASE WHEN COUNT(entity)>0 THEN false ELSE true END AS ruleSatisfied"
"If for a given entity, events with activity ""Create Order"" and ""Create Invoice"" are performed, at least 2 days must lie between those two events.","Activity: [""create order"", ""create invoice""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Create Order"" AND e2.Activity = ""Create Invoice"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) < (2*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied"
"The time between the execution of activity ""Create Payment"" and activity ""Confirm Order"" must be at most 3 days for a given entity.","Activity: [""Create Payment"", ""Confirm Order""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Create Payment"" AND e2.Activity = ""Confirm Order"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) > (3*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"The execution of activity ""Create Order"" and activity ""Process Payment"" must be separated by exactly 1 day for each entity.","Activity: [""Create Order"", ""Process Payment""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Create Order"" AND e2.Activity = ""Process Payment"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) <> (24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"If events of activity ""Complete Order"" and ""Create Invoice"" occur for a given entity, at least 5 days must separate these two events.","Activity: [""Complete Order"", ""Create Invoice""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Complete Order"" AND e2.Activity = ""Create Invoice"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) < (5*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"The time period between the execution of activity ""Approve Order"" and ""Ship Products"" must be at most 7 days for each entity.","Activity: [""Approve Order"", ""Ship Products""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Approve Order"" AND e2.Activity = ""Ship Products"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) > (7*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"The execution of activity ""Receive Payment"" and activity ""Update Inventory"" must be separated by at least 2 days for every entity.","Activity: [""Receive Payment"", ""Update Inventory""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Receive Payment"" AND e2.Activity = ""Update Inventory"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) < (2*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"If events with activity ""Process Order"" and ""Close Case"" occur for a given entity, exactly 3 days must separate these two events.","Activity: [""Process Order"", ""Close Case""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Process Order"" AND e2.Activity = ""Close Case"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) <> (3*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"There must be at least 1 day between the execution of activity ""Manage Files"" and ""Approve Invoice"" for every entity.","Activity: [""Manage Files"", ""Approve Invoice""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Manage Files"" AND e2.Activity = ""Approve Invoice"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) < (1*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"The execution of activity ""Start Building"" and activity ""Ship Order"" must be separated by at least 10 days for each entity.","Activity: [""Start Building"", ""Ship Order""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Start Building"" AND e2.Activity = ""Ship Order"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) < (10*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"If for a given entity, a product is created and feedback is received, there must be at least 7 days in between.","Activity: [""Create Product"", ""Receive Feedback""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Create Product"" AND e2.Activity = ""Receive Feedback"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) < (7*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
Receiving the pay and shipping the product for the same instance may not be separated by less than 3 days.,"Activity: [""Receive Pay"", ""Ship Product""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Receive Pay"" AND e2.Activity = ""Ship Product"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) > (3*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"Between submitting a report and the sending of the application, there must be exactly 2 days.","Activity: [""Submit Report"", ""Send Application""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Submit Report"" AND e2.Activity = ""Send Application"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) <> (2*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"Between the start of process 1 and the start of process 2, no more than 5 days should pass.","Activity: [""Start Process 1"", ""Start Process 1""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Start Process 1"" AND e2.Activity = ""Start Process 1"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) > (5*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"If an order is processed and the payment is confirmed for the same entity, at most 1 day must lie between these two events.","Activity: [""Process Order"", ""Confirm Payment""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Process Order"" AND e2.Activity = ""Confirm Payment"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) > (1*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
"Between a ticket being raised and an issue being resolved for the same object, there should be no more than 4 days.","Activity: [""Raise Ticket"", ""Resolve Issue""], EntityType: [], Actor: []","MATCH (e1:Event)-[:CORR]->(entity:Entity)<-[:CORR]-(e2:Event) WHERE e1.Activity = ""Raise Ticket"" AND e2.Activity = ""Resolve Issue"" AND abs(duration.between(e1.timestamp, e2.timestamp).seconds) > (4*24*60*60) RETURN CASE WHEN COUNT(e1) > 0 THEN false ELSE true END AS rule_satisfied;"
